epoch,time_taken
0,1258000
0,1254000
0,1254000
0,1258000
0,1254000
0,1253000
0,1257000
0,1257000
0,1253000
0,1253000
0,1255000
0,1253000
0,1254000
0,1253000
0,1254000
0,1254000
0,1254000
0,1254000
0,1258000
0,1254000
0,1254000
0,1256000
0,1258000
0,1253000
0,1260000
0,1253000
0,1254000
0,1261000
0,1254000
0,1254000
0,1258000
0,1155000
0,1258000
0,1254000
0,1253000
0,1254000
0,1254000
0,1255000
0,1253000
0,1257000
0,1257000
0,1258000
0,1258000
0,1254000
0,1267000
0,1253000
0,1261000
0,1259000
0,1258000
0,1257000
0,1253000
0,1260000
0,1258000
0,1262000
0,1257000
0,1253000
0,1023000
0,1254000
0,1257000
0,1253000
0,1310000
0,1264000
0,1255000
0,1259000
0,1254000
0,1254000
0,1253000
0,1255000
0,1253000
0,1253000
0,1259000
0,1258000
0,1254000
0,1255000
0,1253000
0,1253000
0,1253000
0,1255000
0,1253000
0,1254000
0,1253000
0,1098000
0,1253000
0,1253000
0,1253000
0,1253000
0,1254000
0,1252000
0,1256000
0,1260000
0,1257000
0,1254000
0,1257000
0,1257000
0,1255000
0,1254000
0,1256000
0,1253000
0,1255000
0,1257000
0,1254000
0,1253000
0,1254000
0,1256000
0,1253000
0,1254000
0,1254000
0,1254000
0,1089000
0,1255000
0,1254000
0,1253000
0,1255000
0,1254000
0,1255000
0,1253000
0,1253000
0,1253000
0,1255000
0,1253000
0,1254000
0,1254000
0,1255000
0,1253000
0,1253000
0,1253000
0,1254000
0,1253000
0,1254000
0,1253000
0,1253000
0,1253000
0,1253000
0,1253000
0,1253000
0,1253000
0,1257000
0,1254000
0,1253000
0,1257000
0,1257000
0,1254000
0,1257000
0,1252000
0,1252000
0,1253000
0,1253000
0,1253000
0,1255000
0,1254000
0,1163000
0,1256000
0,1255000
0,1257000
0,1252000
0,1253000
0,1252000
0,1253000
0,1253000
0,1253000
0,1254000
0,1254000
0,1255000
0,1256000
0,1254000
0,1260000
0,1253000
0,1254000
0,1253000
0,1253000
0,1254000
0,1253000
0,1254000
0,1258000
0,1260000
0,1262000
0,1254000
0,1255000
0,1257000
0,1254000
0,1254000
0,1254000
0,1253000
0,1253000
0,1253000
0,1254000
0,1260000
0,1255000
0,1253000
0,1254000
0,1253000
0,1254000
0,1253000
0,1253000
0,1253000
0,1254000
0,1253000
0,1254000
0,1253000
0,1254000
0,1254000
0,1253000
0,1253000
0,1254000
0,1253000
0,1253000
0,1253000
0,1254000
0,1253000
0,1253000
0,1253000
0,1252000
0,1253000
0,1254000
0,1254000
0,1253000
0,1255000
0,1253000
0,1254000
0,1254000
0,1253000
0,1253000
0,1254000
0,1255000
0,1254000
0,1254000
0,1254000
0,1253000
0,1253000
0,1253000
0,1253000
0,1253000
0,1256000
0,1254000
0,1253000
0,1253000
0,1253000
0,1253000
0,1255000
0,1255000
0,1254000
0,1254000
0,1253000
0,1253000
0,1255000
0,1253000
0,1254000
0,1255000
0,1254000
0,1255000
0,1255000
0,1253000
0,1254000
0,1254000
0,1254000
0,1254000
0,1254000
0,1255000
0,1253000
0,1254000
0,1254000
0,1254000
0,1255000
0,1253000
0,1255000
0,1255000
0,1253000
0,1253000
0,1257000
0,1255000
0,1253000
0,1072000
0,1255000
0,1254000
0,1257000
0,1258000
0,1257000
0,1257000
0,1256000
0,1256000
0,1254000
0,1253000
0,1253000
0,1253000
0,1253000
0,1254000
0,1255000
0,1254000
0,1254000
0,1254000
0,1253000
0,1254000
0,1257000
0,1253000
0,1253000
0,1253000
0,1253000
0,1254000
0,1254000
0,1254000
0,1254000
0,1254000
0,1253000
0,1254000
0,1254000
0,1256000
0,1254000
0,1257000
0,1254000
0,1253000
0,1255000
0,1258000
0,1257000
0,1258000
0,1253000
0,1253000
0,1254000
0,1037000
0,1256000
0,1254000
0,1254000
0,1258000
0,1255000
0,1255000
0,1254000
0,1258000
0,1255000
0,1253000
0,1255000
0,1259000
0,1255000
0,1254000
0,1254000
0,1258000
0,1254000
0,1254000
0,1256000
0,1103000
0,1254000
0,1254000
0,1254000
0,1253000
0,1254000
0,1086000
0,1255000
0,1258000
0,1255000
0,1254000
0,1258000
0,1258000
0,1253000
0,1254000
0,1257000
0,1254000
0,1254000
0,1254000
0,1263000
0,1262000
0,1255000
0,1067000
0,1255000
0,1254000
0,1258000
0,1254000
0,1258000
0,1255000
0,1254000
0,1259000
0,1260000
0,1259000
0,1258000
0,1255000
0,1255000
0,1257000
0,1253000
0,1255000
0,1256000
0,1255000
0,1254000
0,1253000
0,1026000
0,1255000
0,1254000
0,1254000
0,1253000
0,1253000
0,1259000
0,1255000
0,1260000
0,1257000
0,1269000
0,1256000
0,1263000
0,1259000
0,1261000
0,1259000
0,1256000
0,1255000
0,1259000
0,1262000
0,1259000
0,1258000
0,1389000
0,1261000
0,1259000
0,1270000
0,1260000
0,1255000
0,1264000
0,1261000
0,1254000
0,1344000
0,1290000
0,1256000
0,1262000
0,1255000
0,1255000
0,1253000
0,1255000
0,1253000
0,1084000
0,1263000
0,1259000
0,1255000
0,1256000
0,1255000
0,1258000
0,1272000
0,1259000
0,1254000
0,1254000
0,1254000
0,1254000
0,1259000
0,1259000
0,1255000
0,1257000
0,1288000
0,1254000
0,1259000
0,1260000
0,1254000
0,1254000
0,1256000
0,1257000
0,1261000
0,1254000
0,1254000
0,1020000
0,1259000
0,1258000
0,1298000
0,1256000
0,1262000
0,1257000
0,1254000
0,1254000
0,1253000
0,1256000
0,1259000
0,1260000
0,1258000
0,1256000
0,1259000
0,1258000
0,1257000
0,1255000
0,1257000
0,1264000
0,1263000
0,1256000
0,1029000
0,1256000
0,1258000
0,1255000
0,1255000
0,1258000
0,1256000
0,1258000
0,1257000
0,1258000
0,1254000
0,1257000
0,1254000
0,1255000
0,1255000
0,1254000
0,1258000
0,1274000
0,1255000
0,1259000
0,1257000
0,1255000
0,1262000
0,1261000
0,1258000
0,1258000
0,1257000
0,1255000
0,1260000
0,1262000
0,1256000
0,1258000
0,1259000
0,1260000
0,1259000
0,1257000
0,1258000
0,1253000
0,1258000
0,1257000
0,1254000
0,1254000
0,1258000
0,1258000
0,1254000
0,1272000
0,1255000
0,1263000
0,1258000
0,1255000
0,1257000
0,1255000
0,1257000
0,1258000
0,1257000
0,1255000
0,1254000
0,1254000
0,1259000
0,1255000
0,1254000
0,1255000
0,1253000
0,1258000
0,1254000
0,1254000
0,1258000
0,1257000
0,1257000
0,1255000
0,1253000
0,1259000
0,1254000
0,1254000
0,1254000
0,1254000
0,1253000
0,1253000
0,1253000
0,1255000
0,1259000
0,1255000
0,1255000
0,1258000
0,1260000
0,1254000
0,1254000
0,1254000
0,1255000
0,1255000
0,1254000
0,1259000
0,1258000
0,1254000
0,1254000
0,1254000
0,1254000
0,1253000
0,1255000
0,1254000
0,1257000
0,1258000
0,1013000
0,1254000
0,1255000
0,1254000
0,1261000
0,1257000
0,1148000
0,1254000
0,1254000
0,1255000
0,1253000
0,1254000
0,1254000
0,1254000
0,1259000
0,1253000
0,1254000
0,1256000
0,1256000
0,1255000
0,1254000
0,1286000
0,1255000
0,1255000
0,1254000
0,1253000
0,1253000
0,1254000
0,1254000
0,1253000
0,1255000
0,1254000
0,1255000
0,1255000
0,1260000
0,1255000
0,1255000
0,1254000
0,1270000
0,1255000
0,1255000
0,1254000
0,1255000
0,1259000
0,1259000
0,1279000
0,1259000
0,1259000
0,1253000
0,1256000
0,1095000
0,1255000
0,1256000
0,1254000
0,1257000
0,1254000
0,1269000
0,1256000
0,1254000
0,1254000
0,1254000
0,1255000
0,1254000
0,1255000
0,1254000
0,1270000
0,1258000
0,1253000
0,1255000
0,1257000
0,1254000
0,1253000
0,1254000
0,1253000
0,1254000
0,1259000
0,1278000
0,1256000
0,1256000
0,1255000
0,1259000
0,1255000
0,1259000
0,1255000
0,1255000
0,1256000
0,1262000
0,1258000
0,1254000
0,1254000
0,1257000
0,1256000
0,1254000
0,1254000
0,1253000
0,1254000
0,1254000
0,1255000
0,1022000
0,1254000
0,1254000
0,1258000
0,1258000
0,1258000
0,1254000
0,1254000
0,1255000
0,1254000
0,1254000
0,1257000
0,1258000
0,1253000
0,1256000
0,1254000
0,1254000
0,1253000
0,1256000
0,1259000
0,1259000
0,1260000
0,1254000
0,1141000
0,1256000
0,1256000
0,1257000
0,1254000
0,1254000
0,1254000
0,1255000
0,1258000
0,1255000
0,1254000
0,1254000
0,1260000
0,1254000
0,1259000
0,1255000
0,1255000
0,1255000
0,1253000
0,1255000
0,1255000
0,1032000
0,1254000
0,1254000
0,1255000
0,1255000
0,1257000
0,1254000
0,1260000
0,1254000
0,1255000
0,1255000
0,1257000
0,1255000
0,1254000
0,1253000
0,1253000
0,1254000
0,1253000
0,1256000
0,1258000
0,1255000
0,1254000
0,1254000
0,1258000
0,1253000
0,1253000
0,1254000
0,1255000
0,1253000
0,1254000
0,1255000
0,1254000
0,1259000
0,1255000
0,1255000
0,1254000
0,1254000
0,1254000
0,1253000
0,1259000
0,1255000
0,1255000
0,1253000
0,1254000
0,1254000
0,1258000
0,1257000
0,1254000
0,1134000
0,1253000
0,1257000
0,1258000
0,1254000
0,1259000
0,1253000
0,1258000
0,1254000
0,1259000
0,1255000
0,1254000
0,1188000
0,1255000
0,1254000
0,1255000
0,1256000
0,1258000
0,1254000
0,1255000
0,1253000
0,1085000
0,1254000
0,1026000
0,1255000
0,1254000
0,1253000
0,1252000
0,1252000
0,1253000
0,1258000
0,1253000
0,1263000
0,1253000
0,1258000
0,1254000
0,1253000
0,1257000
0,1049000
0,1257000
0,1254000
0,1257000
0,1253000
0,1254000
0,1254000
0,1254000
0,1258000
0,1255000
0,1255000
0,1260000
0,1256000
0,1254000
0,1259000
0,1253000
0,1255000
0,1254000
0,1254000
0,1254000
0,1257000
0,1254000
0,1254000
0,1254000
0,1255000
0,1258000
0,1256000
0,1258000
0,1258000
0,1255000
0,1254000
0,1254000
0,1254000
0,1254000
0,1258000
0,1254000
0,1255000
0,1254000
0,1254000
0,1254000
0,1253000
0,1254000
0,1254000
0,1254000
0,1257000
0,1255000
0,1252000
0,1254000
0,1257000
0,1254000
0,1254000
0,1255000
0,1255000
0,1257000
0,1255000
0,1254000
0,1253000
0,1254000
0,1255000
0,1255000
0,1258000
0,1253000
0,1255000
0,1256000
0,1254000
0,1258000
0,1253000
0,1254000
0,1254000
0,1255000
0,1255000
0,1255000
0,1253000
0,1253000
0,1253000
0,1253000
0,1255000
0,1255000
0,1254000
0,1254000
0,1255000
0,1253000
0,1254000
0,1255000
0,1255000
0,1255000
0,1260000
0,1254000
0,1253000
0,1254000
0,1259000
0,1254000
0,1254000
0,1254000
0,1257000
0,1253000
0,1253000
0,1258000
0,1254000
0,1256000
0,1255000
0,1257000
0,1258000
0,1254000
0,1255000
0,1254000
0,1259000
0,1258000
0,1257000
0,1258000
0,1254000
0,1254000
0,1254000
0,1257000
0,1257000
0,1254000
0,1254000
0,1254000
0,1254000
0,1252000
0,1253000
0,1254000
0,1254000
0,1254000
0,1254000
0,1254000
0,1253000
0,1253000
0,1253000
0,1254000
0,1253000
0,1255000
0,1252000
0,1255000
0,1254000
0,1254000
0,1254000
0,1260000
0,1262000
0,1256000
0,1254000
0,1254000
0,1258000
0,1254000
0,1257000
0,1257000
0,1253000
0,1255000
0,1256000
0,1259000
0,1255000
0,1253000
0,1258000
0,1254000
0,1254000
0,1259000
0,1253000
0,1257000
0,1252000
0,1253000
0,1254000
0,1259000
0,1253000
0,1252000
0,1252000
0,1256000
0,1257000
0,1257000
0,1254000
0,1254000
0,1253000
0,1253000
0,1253000
0,1256000
0,1253000
0,1259000
0,1254000
0,1260000
0,1253000
0,1254000
0,1256000
0,1254000
0,1254000
0,1254000
0,1257000
0,1254000
0,1259000
0,1253000
0,1253000
0,1253000
0,1259000
0,1261000
0,1254000
0,1259000
0,1253000
0,1253000
0,1254000
0,1253000
0,1253000
0,1254000
0,1254000
0,1254000
0,1254000
0,1254000
0,1254000
0,1255000
0,1258000
0,1255000
0,1254000
0,1254000
0,1254000
0,1254000
0,1258000
0,1257000
0,1253000
0,1255000
0,1257000
0,1257000
0,1254000
0,1253000
0,1253000
0,1256000
0,1253000
0,1257000
0,1258000
0,1252000
0,1253000
0,1253000
0,1256000
0,1253000
0,1253000
0,1254000
0,1253000
0,1253000
0,1254000
0,1253000
0,1255000
0,1253000
0,1254000
0,1258000
0,1257000
0,1253000
0,1254000
0,1254000
0,1256000
0,1256000
0,1253000
0,1254000
0,1253000
0,1253000
0,1253000
0,1257000
0,1253000
0,1254000
0,1254000
0,1254000
0,1253000
0,1254000
0,1254000
0,1264000
0,1255000
0,1255000
0,1255000
0,1258000
0,1256000
0,1256000
0,1254000
0,1254000
0,1254000
0,1254000
0,1257000
0,1254000
0,1259000
0,1254000
0,1254000
0,1254000
0,1254000
0,1255000
0,1084000
0,1254000
0,1254000
0,1256000
0,1256000
0,1254000
0,1258000
0,1256000
0,1254000
0,1255000
0,1254000
0,1254000
0,1123000
0,1257000
0,1258000
0,1255000
0,1253000
0,1253000
0,1254000
0,1261000
0,1255000
0,1255000
0,1254000
0,1254000
0,1255000
0,1256000
0,1254000
0,1254000
0,1253000
0,1258000
0,1254000
0,1254000
0,1254000
0,1254000
0,1253000
0,1255000
0,1254000
0,1254000
0,1254000
0,1257000
0,1254000
0,1258000
0,1253000
0,1255000
0,1259000
0,1255000
0,1258000
0,1254000
0,1257000
0,1254000
0,1259000
0,1253000
0,1254000
0,1254000
0,1255000
0,1253000
0,1254000
0,1254000
0,1254000
0,1044000
0,1255000
0,1254000
0,1258000
0,1255000
0,1253000
0,1254000
0,1256000
0,1254000
0,1254000
0,1255000
0,1254000
0,1253000
0,1254000
0,1253000
0,1253000
0,1256000
0,1258000
0,1256000
0,1254000
0,1253000
0,1253000
0,1255000
0,1253000
0,1258000
0,1255000
0,1259000
0,1255000
0,1070000
0,1253000
0,1254000
0,1256000
0,1255000
0,1254000
0,1255000
0,1254000
0,1259000
0,1253000
0,1254000
0,1258000
0,1256000
0,1258000
0,1255000
0,1253000
0,1255000
0,1254000
0,1259000
0,1253000
0,1258000
0,1253000
0,1254000
0,1253000
0,1257000
0,1232000
0,1257000
0,1254000
0,1254000
0,1253000
0,1253000
0,1254000
0,1255000
0,1253000
0,1255000
0,1254000
0,1257000
0,1258000
0,1256000
0,1253000
0,1258000
0,1253000
0,1256000
0,1253000
0,1261000
0,1255000
0,1035000
0,1257000
0,1254000
0,1258000
0,1257000
0,1259000
0,1259000
0,1253000
0,1254000
0,1259000
0,1255000
0,1255000
0,1254000
0,1255000
0,1258000
0,1258000
0,1257000
0,1254000
0,1254000
0,1258000
0,1253000
0,1254000
0,1255000
0,1077000
0,1254000
0,1255000
0,1253000
0,1254000
0,1258000
0,1257000
0,1258000
0,1257000
0,1256000
0,1254000
0,1258000
0,1254000
0,1257000
0,1260000
0,1257000
0,1257000
0,1257000
0,1255000
0,1253000
0,1259000
0,1254000
0,1254000
0,1115000
0,1256000
0,1258000
0,1254000
0,1255000
0,1255000
0,1254000
0,1254000
0,1255000
0,1256000
0,1254000
0,1254000
0,1258000
0,1253000
0,1253000
0,1254000
0,1254000
0,1253000
0,1255000
0,1255000
0,1258000
0,1028000
0,1254000
0,1254000
0,1254000
0,1254000
0,1256000
0,1253000
0,1253000
0,1258000
0,1258000
0,1253000
0,1254000
0,1254000
0,1258000
0,1255000
0,1258000
0,1090000
0,1255000
0,1255000
0,1257000
0,1258000
0,1254000
0,1254000
0,1254000
0,1255000
0,1255000
0,1254000
0,1254000
0,1254000
0,1254000
0,1254000
0,1254000
0,1253000
0,1253000
0,1253000
0,1254000
0,1253000
0,1256000
0,1259000
0,1254000
0,1257000
0,1254000
0,1258000
0,1257000
0,1080000
0,1254000
0,1257000
0,1253000
0,1255000
0,1253000
0,1254000
0,1253000
0,1255000
0,1257000
0,1254000
0,1257000
0,1255000
0,1256000
0,1257000
0,1254000
0,1253000
0,1257000
0,1254000
0,1253000
0,1253000
0,1034000
0,1254000
0,1254000
0,1258000
0,1255000
0,1254000
0,1253000
0,1255000
0,1253000
0,1254000
0,1254000
0,1258000
0,1253000
0,1258000
0,1254000
0,1254000
0,1254000
0,1254000
0,1254000
0,1253000
0,1255000
0,1040000
0,1253000
0,1255000
0,1255000
0,1255000
0,1254000
0,1254000
0,1254000
0,1259000
0,1255000
0,1255000
0,1254000
0,1254000
0,1254000
0,1254000
0,1254000
0,1255000
0,1254000
0,1254000
0,1253000
0,1257000
0,1028000
0,1256000
0,1257000
0,1255000
0,1255000
0,1254000
0,1255000
0,1254000
0,1254000
0,1253000
0,1253000
0,1254000
0,1253000
0,1254000
0,1256000
0,1260000
0,1255000
0,1257000
0,1254000
0,1255000
0,1254000
0,1037000
0,1254000
0,1258000
0,1254000
0,1254000
0,1254000
0,1236000
0,1255000
0,1256000
0,1255000
0,1257000
0,1253000
0,1254000
0,1255000
0,1254000
0,1256000
0,1254000
0,1254000
0,1254000
0,1255000
0,1259000
0,1054000
0,1253000
0,1253000
0,1255000
0,1255000
0,1255000
0,1254000
0,1255000
0,1255000
0,1254000
0,1255000
0,1262000
0,1255000
0,1254000
0,1254000
0,1253000
0,1254000
0,1258000
0,1254000
0,1254000
0,1254000
0,1037000
0,1253000
0,1255000
0,1258000
0,1254000
0,1255000
0,1255000
0,1254000
0,1258000
0,1257000
0,1254000
0,1258000
0,1257000
0,1253000
0,1253000
0,1257000
0,1254000
0,1256000
0,1254000
0,1253000
0,1254000
0,1254000
0,1255000
0,1254000
0,1253000
0,1254000
0,1257000
0,1255000
0,1254000
0,1254000
0,1254000
0,1254000
0,1254000
0,1255000
0,1258000
0,1257000
0,1254000
0,1254000
0,1253000
0,1254000
0,1257000
0,1259000
0,1261000
0,1255000
0,1255000
0,1256000
0,1259000
0,1255000
0,1109000
0,1255000
0,1254000
0,1254000
0,1254000
0,1253000
0,1258000
0,1259000
0,1255000
0,1260000
0,1254000
0,1255000
0,1255000
0,1257000
0,1255000
0,1253000
0,1257000
0,1254000
0,1253000
0,1254000
0,1257000
0,1027000
0,1259000
0,1256000
0,1257000
0,1257000
0,1258000
0,1254000
0,1253000
0,1253000
0,1258000
0,1258000
0,1255000
0,1254000
0,1255000
0,1256000
0,1254000
0,1253000
0,1253000
0,1255000
0,1255000
0,1255000
0,1253000
0,1254000
0,1257000
0,1254000
0,1254000
0,1253000
0,1255000
0,1257000
0,1258000
0,1254000
0,1254000
0,1254000
0,1259000
0,1254000
0,1254000
0,1255000
0,1255000
0,1255000
0,1253000
0,1259000
0,1257000
0,1257000
0,1255000
0,1256000
0,1254000
0,1255000
0,1254000
0,1254000
0,1255000
0,1254000
0,1254000
0,1259000
0,1254000
0,1254000
0,1255000
0,1255000
0,1254000
0,1254000
0,1254000
0,1253000
0,1254000
0,1257000
0,1253000
0,1259000
0,1255000
0,1253000
0,1258000
0,1254000
0,1254000
0,1256000
0,1254000
0,1255000
0,1044000
0,1253000
0,1254000
0,1296000
0,1254000
0,1152000
0,1257000
0,1255000
0,1253000
0,1258000
0,1254000
0,1254000
0,1254000
0,1253000
0,1254000
0,1254000
0,1255000
0,1253000
0,1253000
0,1254000
0,1254000
0,1263000
0,1254000
0,1254000
0,1253000
0,1253000
0,1255000
0,1254000
0,1255000
0,1254000
0,1254000
0,1254000
0,1254000
0,1254000
0,1255000
0,1258000
0,1255000
0,1254000
0,1253000
0,1255000
0,1254000
0,1255000
0,1258000
0,1255000
0,1254000
0,1255000
0,1259000
0,1255000
0,1259000
0,1254000
0,1254000
0,1257000
0,1258000
0,1253000
0,1255000
0,1256000
0,1256000
0,1254000
0,1255000
0,1255000
0,1255000
0,1255000
0,1254000
0,1253000
0,1254000
0,1254000
0,1254000
0,1254000
0,1254000
0,1254000
0,1253000
0,1254000
0,1255000
0,1255000
0,1254000
0,1254000
0,1254000
0,1259000
0,1259000
0,1254000
0,1254000
0,1255000
0,1258000
0,1254000
0,1254000
0,1258000
0,1254000
0,1254000
0,1254000
0,1257000
0,1254000
0,1254000
0,1259000
0,1254000
0,1253000
0,1258000
0,1255000
0,1254000
0,1256000
0,1254000
0,1254000
0,1258000
0,1254000
0,1254000
0,1255000
0,1254000
0,1259000
0,1258000
0,1255000
0,1255000
0,1254000
0,1253000
0,1258000
0,1256000
0,1256000
0,1254000
0,1258000
0,1253000
0,1258000
0,1255000
0,1254000
0,1257000
0,1254000
0,1257000
0,1255000
0,1256000
0,1255000
0,1257000
0,1254000
0,1254000
0,1253000
0,1254000
0,1255000
0,1255000
0,1254000
0,1260000
0,1253000
0,1255000
0,1254000
0,1260000
0,1254000
0,1253000
0,1254000
0,1256000
0,1255000
0,1255000
0,1253000
0,1254000
0,1258000
0,1256000
0,1207000
0,1256000
0,1258000
0,1256000
0,1254000
0,1254000
0,1254000
0,1254000
0,1259000
0,1257000
0,1258000
0,1259000
0,1255000
0,1255000
0,1254000
0,1258000
0,1255000
0,1253000
0,1254000
0,1254000
0,1253000
0,1024000
0,1255000
0,1254000
0,1258000
0,1258000
0,1254000
0,1254000
0,1259000
0,1253000
0,1254000
0,1254000
0,1254000
0,1254000
0,1253000
0,1254000
0,1257000
0,1255000
0,1253000
0,1254000
0,1254000
0,1254000
0,1034000
0,1259000
0,1254000
0,1254000
0,1254000
0,1259000
0,1257000
0,1254000
0,1261000
0,1259000
0,1254000
0,1255000
0,1254000
0,1258000
0,1254000
0,1257000
0,1255000
0,1257000
0,1254000
0,1257000
0,1254000
0,1011000
0,1255000
0,1255000
0,1256000
0,1257000
0,1255000
0,1255000
0,1253000
0,1257000
0,1254000
0,1254000
0,1258000
0,1254000
0,1255000
0,1259000
0,1256000
0,1254000
0,1263000
0,1258000
0,1259000
0,1255000
0,1254000
0,1254000
0,1258000
0,1254000
0,1255000
0,1256000
0,1259000
0,1255000
0,1254000
0,1259000
0,1256000
0,1258000
0,1254000
0,1255000
0,1261000
0,1254000
0,1255000
0,1259000
0,1255000
0,1257000
0,1261000
0,1258000
0,1255000
0,1254000
0,1255000
0,1256000
0,1255000
0,1257000
0,1255000
0,1254000
0,1257000
0,1254000
0,1255000
0,1258000
0,1255000
0,1255000
0,1255000
0,1256000
0,1253000
0,1254000
0,1255000
0,1253000
0,1254000
0,1255000
0,1253000
0,1255000
0,1255000
0,1257000
0,1260000
0,1257000
0,1258000
0,1255000
0,1253000
0,1255000
0,1257000
0,1258000
0,1254000
0,1256000
0,1259000
0,1254000
0,1254000
0,1254000
0,1255000
0,1253000
0,1257000
0,1258000
0,1254000
0,1258000
0,1255000
0,1254000
0,1255000
0,1257000
0,1254000
0,1260000
0,1253000
0,1254000
0,1254000
0,1255000
0,1257000
0,1257000
0,1255000
0,1254000
0,1255000
0,1255000
0,1257000
0,1264000
0,1256000
0,1255000
0,1252000
0,1254000
0,1254000
0,1254000
0,1253000
0,1253000
0,1253000
0,1254000
0,1255000
0,1256000
